Strain,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230
C3H,0.0036489791453418866,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,0.03833381517569014,2.3440979520397558e-5,2.969190739250357e-4,0.011384502387073081,0.02955907517522132,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,0.011392316046913214,2.3440979520397558e-5,0.11164157179581344,2.3440979520397558e-5,0.01479125807737086,2.3440979520397558e-5,2.3440979520397558e-5,0.019674795477453686,2.3440979520397558e-5,2.2659613536384307e-4,0.001218930935060673,6.172791273704691e-4,2.3440979520397558e-5,0.01066564568178089,0.0022347067142779006,0.0014767817097850462,2.3440979520397558e-5,2.3440979520397558e-5,0.13269157140513044,0.0074776724670068215,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,0.0028519858416483695,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,9.376391808159023e-5,2.3440979520397558e-5,0.17884686008079323,0.1495925176393371,0.03263765715223353,0.01977637305537541,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,6.250927872106016e-5,2.3440979520397558e-5,0.005563325806174354,0.012118986412045538,2.3440979520397558e-5,4.6881959040795116e-5,2.3440979520397558e-5,2.3440979520397558e-5,0.0037818113626241394,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,1.8752783616318047e-4,2.3440979520397558e-5,0.0024613028496417435,1.6408685664278291e-4,2.734780944046382e-4,4.8444691008821624e-4,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,0.0010314030988974926,2.3440979520397558e-5,1.172048976019878e-4,2.3440979520397558e-5,9.376391808159023e-5,2.3440979520397558e-5,0.005196083793688125,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,6.01651807690204e-4,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,1.0157757792172276e-4,7.266703651323243e-4,2.3440979520397558e-5,1.4064587712238536e-4,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,8.673162422547097e-4,2.3440979520397558e-5,1.0939123776185527e-4,7.032293856119268e-4,0.12534673115540587,0.004109985075909706,9.141982012955048e-4,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,6.719747462513967e-4,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,0.008430938967502988,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,0.015619506020424907,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,0.00496167399848415,5.625835084895415e-4,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,0.018401168923512085,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,8.907572217751072e-4,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5,2.3440979520397558e-5
C3H,0.0014817465163400473,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,0.010803915544337668,7.778196936168227e-6,4.1224443761691604e-4,0.0033796265687650946,0.022412874471568745,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,1.5556393872336454e-5,0.009940535684422994,7.778196936168227e-6,0.06576076599683428,7.778196936168227e-6,0.028794885057694775,7.778196936168227e-6,7.778196936168227e-6,0.01434299515029421,9.333836323401872e-5,7.778196936168227e-6,4.278008314892525e-4,5.055828008509348e-5,7.778196936168227e-6,0.007389287089359815,0.011659517207316172,2.644586958297197e-4,7.778196936168227e-6,7.778196936168227e-6,0.21129083067254179,0.0029323802449354214,3.889098468084113e-5,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,0.008050433828934115,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,3.111278774467291e-5,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,0.16126146797910776,0.06779476449564227,0.009749969859486873,0.020250535723313978,2.7223689276588795e-5,7.778196936168227e-6,1.166729540425234e-4,7.778196936168227e-6,7.778196936168227e-6,0.04192837058441483,0.009952202979827246,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,0.004394681268935048,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,0.0020223312034037388,7.778196936168227e-6,0.03196450030918333,0.0017073142274889258,1.0889475710635518e-4,6.611467395742993e-5,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,0.0034301848488501882,7.778196936168227e-6,2.9946058204247675e-4,7.778196936168227e-6,9.839419124252806e-4,1.438966433191122e-4,0.010609460620933462,6.611467395742993e-5,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,0.007564296520423601,5.055828008509348e-5,2.7223689276588795e-5,3.1112787744672906e-4,7.778196936168227e-6,6.572576411062152e-4,7.778196936168227e-6,8.59490761446589e-4,0.009349392717274209,7.778196936168227e-6,0.0022245643237441127,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,0.001271735199063505,3.111278774467291e-5,7.778196936168227e-5,1.5556393872336453e-4,0.06462514924415372,0.01024777446340164,4.589136192339254e-4,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,1.2056205251060752e-4,2.877932866382244e-4,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,0.034204621026799775,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,2.955714835743926e-4,0.031945054816842906,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,3.500188621275702e-5,0.055159083572836984,8.94492647659346e-5,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6,0.010963368581529116,7.778196936168227e-6,7.778196936168227e-6,8.556016629785049e-5,0.001131727654212477,7.778196936168227e-6,5.83364770212617e-5,7.778196936168227e-6,7.778196936168227e-6,7.778196936168227e-6
C3H,0.004571163420659903,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.630318915461694e-4,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,4.3893201570122526e-5,0.0015738847991572506,0.021582914257765963,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,2.5081829468641443e-5,0.046482900462759755,1.2540914734320721e-5,0.02211590313397459,1.2540914734320721e-5,0.017632526116454935,1.2540914734320721e-5,1.2540914734320721e-5,0.04610040256336297,1.2540914734320721e-5,1.2540914734320721e-5,0.0019751940706555136,1.2540914734320721e-5,1.2540914734320721e-5,0.02347032192528123,0.006571439320784058,0.006502464289745294,1.2540914734320721e-5,1.2540914734320721e-5,0.17737242754486512,0.015249752316933997,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,0.004821981715346317,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,2.6335920942073516e-4,1.2540914734320721e-5,1.2540914734320721e-5,6.897503103876396e-5,1.2540914734320721e-5,0.2552076148434267,0.04406250391903586,0.008885238089266232,0.03150904826998081,1.2540914734320721e-5,1.2540914734320721e-5,5.643411630444324e-4,1.2540914734320721e-5,1.2540914734320721e-5,0.009825806694340284,0.0018999485822495893,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,0.013832628951955755,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,8.778640314024505e-5,1.2540914734320721e-5,0.010001379500620775,0.0014108529076110811,3.762274420296217e-5,3.13522868358018e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,0.0026210511794730307,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,0.0017682689775392218,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,0.013105255897365154,1.2540914734320721e-5,1.8811372101481082e-4,4.3893201570122526e-5,1.2540914734320721e-5,0.0013669597060409586,1.2540914734320721e-5,1.5049097681184867e-4,0.0040381745444512725,1.2540914734320721e-5,0.0023200692258493333,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,3.950388141311027e-4,1.2540914734320721e-5,0.001548802969688609,0.0014547461091812036,0.002690026210511795,5.0163658937282885e-5,0.001793350807007863,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,2.3200692258493335e-4,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,0.03532775680658147,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,2.5081829468641443e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,7.085616824891208e-4,0.0019438417838197118,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,0.14554358594915914,2.4454783731925404e-4,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,0.0049160385758537225,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,0.0013983119928767604,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5,1.2540914734320721e-5
C3H,0.004767726761628392,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,6.137650311056117e-4,9.82024049768979e-6,3.8789949965874665e-4,0.001109687176238946,0.011612434388518176,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,0.004978861932328723,9.82024049768979e-6,0.004816827964116841,4.419108223960405e-5,0.0032112186427445608,9.82024049768979e-6,9.82024049768979e-6,0.044667363903742,3.928096199075916e-5,9.82024049768979e-6,5.008322653821792e-4,3.387982971702977e-4,9.82024049768979e-6,0.008720373561948533,0.005916694899858098,0.0011882491002204645,9.82024049768979e-6,9.82024049768979e-6,0.19935579222335156,0.03671787922086212,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,0.01508879952470036,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,5.695739488660078e-4,9.82024049768979e-6,0.16551524346831253,0.014730360746534683,8.249002018059422e-4,0.029151383917392137,9.82024049768979e-6,9.82024049768979e-6,3.928096199075916e-5,9.82024049768979e-6,9.82024049768979e-6,0.06617369059368264,0.005401132273729383,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,0.003618758623398687,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,5.892144298613873e-5,1.2766312646996726e-4,9.82024049768979e-6,9.82024049768979e-6,3.338881769214528e-4,9.82024049768979e-6,0.019149468970495086,0.005690829368411233,1.2766312646996726e-4,5.892144298613873e-5,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,0.003216128762993406,9.82024049768979e-6,9.820240497689789e-5,8.34720442303632e-5,7.168775563313546e-4,9.82024049768979e-6,0.002793858421592745,1.964048099537958e-5,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,0.01388582006373336,4.419108223960405e-5,3.437084174191426e-5,8.83821644792081e-5,9.82024049768979e-6,0.0011244175369854808,9.82024049768979e-6,3.535286579168324e-4,0.003417443693196046,9.82024049768979e-6,0.0022439249537221165,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,1.9149468970495087e-4,9.82024049768979e-6,7.365180373267341e-5,0.0017480028085887823,0.02681416667894197,9.82024049768979e-6,2.2095541119802024e-4,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,4.419108223960405e-5,1.2766312646996726e-4,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,0.021467045727949878,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,1.5221372771419172e-4,0.012206558938628407,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,0.22326316771497734,0.013114931184664712,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,2.9460721493069366e-5,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,0.009083722460363054,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6,0.006014897304834996,9.82024049768979e-6,5.892144298613873e-5,9.82024049768979e-6,9.82024049768979e-6,9.82024049768979e-6
C3H,0.005107505812890247,1.3715808448938005e-4,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.3715808448938005e-4,1.306267471327429e-5,3.918802413982287e-5,0.008040076286020326,0.024969302714423807,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,8.882618805026517e-4,1.306267471327429e-5,0.0013127988086840661,1.306267471327429e-5,6.400710609504402e-4,1.306267471327429e-5,1.306267471327429e-5,0.006857904224469002,1.306267471327429e-5,1.306267471327429e-5,5.225069885309716e-5,1.306267471327429e-5,1.306267471327429e-5,0.010809363325234475,0.005303445933589362,7.706978080831831e-4,1.306267471327429e-5,1.306267471327429e-5,0.3743697259450845,0.007119157718734488,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,2.612534942654858e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,0.08004807064294485,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,9.143872299292004e-5,1.306267471327429e-5,1.306267471327429e-5,2.8084750633539725e-4,1.306267471327429e-5,0.08745460720537138,0.09072027588368994,0.008118452334299971,0.00937900044413094,1.306267471327429e-5,1.306267471327429e-5,2.0900279541238864e-4,1.306267471327429e-5,1.306267471327429e-5,0.006426835958930951,4.375996028946887e-4,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,0.018339995297437104,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,0.012775295869582256,5.616950126707945e-4,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,2.9391018104867153e-4,1.306267471327429e-5,1.306267471327429e-5,1.1103273506283146e-4,1.306267471327429e-5,1.306267471327429e-5,0.015296392089244194,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,3.526922172584058e-4,1.306267471327429e-5,5.878203620973431e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,2.8084750633539725e-4,1.306267471327429e-5,6.400710609504402e-4,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,2.2206547012566292e-4,1.306267471327429e-5,5.878203620973431e-5,0.0013193301460407033,0.031187135877942366,1.306267471327429e-5,3.265668678318573e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,5.225069885309717e-4,0.0010384826397053062,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,2.612534942654858e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,0.09073986989575986,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,3.918802413982287e-5,0.024420670376466284,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,0.06615591608537764,5.551636753141574e-4,1.306267471327429e-5,4.571936149646002e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,2.612534942654858e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,0.002841131750137158,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5,1.306267471327429e-5
