fold,seed,multiCLassAUC,meanBalancedACC,Train_procrustedCorr,Test_procrustedCorr,numFeatures,TrainAUC,mtry,Labels
3,44,0.483333333333333,0.4737179487179487,0.3519473420880702,0.4948046521834672,3,0.5487723387723388,1.7320508075688772,Permuted
4,44,0.369444444444444,0.47335164835164834,0.5385726238553824,0.6893267975704942,6,0.6461141525141525,2,Permuted
5,44,0.519444444444444,0.4446078431372549,0.5575306302408791,0.7125142428104344,5,0.6254620046620046,2,Permuted
1,45,0.655555555555556,0.5005514705882352,0.4537612592834534,0.6905018338356919,5,0.6965412587412587,2,Permuted
2,45,0.686111111111111,0.6105769230769231,0.4357035000118335,0.6432481650464082,4,0.6727199356199356,2,Permuted
3,45,0.430555555555556,0.44560439560439563,0.35529902819861364,0.5884691138103565,3,0.6125614774114774,2,Permuted
4,45,0.5625,0.5016483516483516,0.4698951331323276,0.7671102500197524,5,0.6908016428016428,2,Permuted
5,45,0.383333333333333,0.44476190476190475,0.47956310053820517,0.7053907575141517,7,0.6566879120879121,2.6457513110645907,Permuted
1,46,0.383333333333333,0.44452380952380954,0.45208259443269516,0.5420750079694389,2,0.5557055944055944,2,Permuted
2,46,0.561111111111111,0.5257142857142857,0.33159912299675326,0.5686017206847374,2,0.6229986957486957,1.4142135623730951,Permuted
3,46,0.422222222222222,0.47424242424242424,0.5485319287794512,0.558323298618912,4,0.7228964202464202,2,Permuted
4,46,0.422222222222222,0.49785714285714283,0.45812650738953264,0.7700280741581924,6,0.6682585303585303,2.449489742783178,Permuted
5,46,0.55,0.444375,0.4601754048733544,0.6428202409888298,4,0.5796898656898657,2,Permuted
1,47,0.425,0.4722426470588235,0.46437488165300705,0.6815153436002558,7,0.7195196581196581,2,Permuted
2,47,0.622222222222222,0.5552197802197802,0.46486049654504746,0.6955182923862541,4,0.5782982295482295,2,Permuted
3,47,0.540277777777778,0.4736263736263736,0.435468952333194,0.611447055919123,3,0.6733198801198801,2,Permuted
4,47,0.508333333333333,0.5291666666666667,0.5145386918378233,0.7658186462812212,5,0.6358333333333334,2.23606797749979,Permuted
5,47,0.411111111111111,0.44393939393939397,0.518506996299207,0.7452622656213663,7,0.6749479742479743,2,Permuted
1,48,0.486111111111111,0.4983974358974359,0.4356618701978213,0.662401661800405,5,0.590607758907759,2,Permuted
