fold,seed,multiCLassAUC,meanBalancedACC,Train_procrustedCorr,Test_procrustedCorr,numFeatures,TrainAUC,mtry,Labels
2,48,0.423611111111111,0.5269047619047619,0.3605146830957818,0.6728769350996473,2,0.5257551115551116,1.4142135623730951,Permuted
3,48,0.391666666666667,0.49725274725274726,0.37151089103749374,0.5898088660129746,1,0.5469076812076812,1,Permuted
4,48,0.290277777777778,0.47333333333333333,0.39401544615697304,0.6203197323291683,3,0.6385472416472416,1.7320508075688772,Permuted
5,48,0.438888888888889,0.5572916666666666,0.46869305394769434,0.501231966436872,2,0.511207536907537,1.4142135623730951,Permuted
1,49,0.316666666666667,0.49743589743589745,0.30095423772582103,0.4965026256669018,2,0.5832390997890998,1.4142135623730951,Permuted
2,49,0.463888888888889,0.44395604395604393,0.3310888874060527,0.4882997903718052,2,0.6054448828948829,2,Permuted
3,49,0.3875,0.445,0.3702684878265297,0.49932517870511495,4,0.6306018648018649,2,Permuted
4,49,0.572222222222222,0.581875,0.34519158295276325,0.506832884270655,2,0.5545227661227661,1.4142135623730951,Permuted
5,49,0.502777777777778,0.4431318681318681,0.9294801071518051,0.989915977708013,229,0.4515147297147297,2,Permuted
1,50,0.522222222222222,0.5258333333333334,0.42679747849533706,0.6441872259845455,5,0.5780536907536907,2.23606797749979,Permuted
2,50,0.494444444444444,0.47229166666666667,0.32026088063065944,0.5400502098284444,4,0.6696179487179487,2,Permuted
3,50,0.486111111111111,0.554375,0.3450469886363507,0.5819690381040932,3,0.6009025641025642,2,Permuted
4,50,0.430555555555556,0.47424242424242424,0.5113010126761377,0.7423264625275248,5,0.6518208291708292,2.23606797749979,Permuted
5,50,0.622222222222222,0.49903846153846154,0.3327689309267117,0.4459685147142638,1,0.5087099345099345,1,Permuted
1,51,0.216666666666667,0.44450549450549454,0.4297540226772872,0.6321511705497812,4,0.612944671994672,2,Permuted
2,51,0.494444444444444,0.5010989010989011,0.9512802220969064,0.9818533001090775,229,0.400236013986014,2,Permuted
3,51,0.576388888888889,0.554375,0.3435362260215003,0.5106405918907998,2,0.6184645687645688,1.4142135623730951,Permuted
4,51,0.458333333333333,0.473125,0.4568835147077032,0.672811036662395,4,0.6976803418803419,2,Permuted
5,51,0.444444444444444,0.4448717948717949,0.30312304936738477,0.5900664330086316,1,0.6117152292152293,1,Permuted
1,52,0.55,0.47275641025641024,0.33759877840751973,0.4869404327354858,4,0.6293232545232545,2,Permuted
2,52,0.55,0.5295833333333333,0.41087915797501395,0.7080451840708202,5,0.6701918414918415,2,Permuted
3,52,0.475,0.4442857142857143,0.553121257370054,0.6623524658295827,4,0.6583951048951049,2,Permuted
4,52,0.461111111111111,0.4967948717948718,0.3516416201441583,0.6456023994918706,5,0.6564664502164502,2.23606797749979,Permuted
5,52,0.558333333333333,0.5,0.20433629356393967,0.36113379826334235,1,0.5784611888111888,2,Permuted
1,53,0.358333333333333,0.4431318681318681,0.3217459167797188,0.5866543933923788,3,0.6841165556665557,2,Permuted
2,53,0.472222222222222,0.443956043956044,0.48112742197819874,0.6144284796938706,3,0.6358736985236986,2,Permuted
3,53,0.427777777777778,0.47335164835164834,0.5085579161335207,0.6151349788288945,6,0.6177023365523365,2.449489742783178,Permuted
4,53,0.466666666666667,0.446875,0.23273943796928073,0.21390051627805612,1,0.5853151126651127,1,Permuted
5,53,0.420833333333333,0.4438095238095238,0.463959772050895,0.6760840754585126,6,0.6302181429681429,2.449489742783178,Permuted
1,54,0.477777777777778,0.5024725274725275,0.4763104420398641,0.6058351395330316,3,0.6368957597957597,2,Permuted
2,54,0.481944444444444,0.5263736263736264,0.5695085087511864,0.7650034375895344,9,0.7499632756132756,2,Permuted
3,54,0.519444444444444,0.4442307692307692,0.5706077503783842,0.8130532206101669,7,0.7482489843489843,2.6457513110645907,Permuted
4,54,0.563888888888889,0.5295238095238095,0.4993428267961357,0.646251174623706,3,0.6036711066711067,1.7320508075688772,Permuted
5,54,0.55,0.52875,0.5383157754427192,0.7264903611591255,4,0.6566512043512044,2,Permuted
1,55,0.416666666666667,0.47333333333333333,0.32546204334258355,0.5835349851614944,3,0.5974335331335331,2,Permuted
2,55,0.366666666666667,0.44431818181818183,0.241064814652306,0.4423408904729942,2,0.6045143467643468,1.4142135623730951,Permuted
3,55,0.415277777777778,0.445,0.4352268982398518,0.654461213262557,3,0.5686814796314796,1.7320508075688772,Permuted
4,55,0.377777777777778,0.4461538461538462,0.22867953164298346,0.4223479879347853,1,0.5193780552780553,1,Permuted
5,55,0.405555555555556,0.5001838235294118,0.9371818310713328,0.9889568830212887,229,0.3732161616161616,2,Permuted
1,56,0.419444444444444,0.4725274725274725,0.35564193572482883,0.5978660744992184,2,0.5786286657786658,2,Permuted
2,56,0.505555555555556,0.444375,0.5139011125665242,0.6521783048490997,7,0.6540153846153847,2,Permuted
3,56,0.475,0.5001633986928105,0.44149552407899956,0.5519255935946519,4,0.6518030303030303,2,Permuted
4,56,0.605555555555556,0.553030303030303,0.4037229488010527,0.6680559602483228,4,0.607635508935509,2,Permuted
5,56,0.452777777777778,0.5557692307692308,0.40078273205419057,0.65043393073518,2,0.6272333777333777,2,Permuted
1,57,0.530555555555556,0.5263736263736264,0.4784374849829045,0.8055400644184456,6,0.7007925352425353,2.449489742783178,Permuted
2,57,0.388888888888889,0.44354166666666667,0.4072453911135863,0.5571948894366212,4,0.6265209401709402,2,Permuted
3,57,0.488888888888889,0.44450549450549454,0.4297964333766878,0.6528690857472699,6,0.7187514485514486,2.449489742783178,Permuted
4,57,0.608333333333333,0.5549999999999999,0.32819191704188405,0.7070129958655008,3,0.5932510600510601,1.7320508075688772,Permuted
5,57,0.35,0.44505494505494503,0.3927700541398389,0.5774367628755923,3,0.5340444832944833,1.7320508075688772,Permuted
1,58,0.544444444444445,0.4730952380952381,0.6248002624671253,0.7343663191069455,5,0.6549090132090132,2.23606797749979,Permuted
2,58,0.441666666666667,0.5004166666666666,0.37706155054115537,0.6145445177174054,4,0.6103921911421911,2,Permuted
3,58,0.494444444444444,0.4971153846153846,0.4866076994770775,0.6591880391448776,5,0.7126533022533023,2.23606797749979,Permuted
4,58,0.570833333333333,0.5838095238095238,0.36623972804504734,0.5836082745919328,2,0.6973636197136197,1.4142135623730951,Permuted
5,58,0.488888888888889,0.49752747252747254,0.35998244647816086,0.6063605914938434,2,0.6156191641691642,1.4142135623730951,Permuted
1,59,0.493055555555556,0.4447916666666667,0.38486449782444865,0.623207874361319,3,0.7039927738927739,1.7320508075688772,Permuted
2,59,0.568055555555556,0.555,0.37990131880343414,0.555491844310414,3,0.6897553169053169,1.7320508075688772,Permuted
3,59,0.565277777777778,0.5272435897435898,0.4130979372346106,0.6151219831376953,3,0.6903413142413143,1.7320508075688772,Permuted
4,59,0.541666666666667,0.49835164835164836,0.4972804205657014,0.757554933646523,5,0.6900572427572428,2,Permuted
5,59,0.541666666666667,0.5009523809523809,0.3081269607820454,0.4748997975775145,1,0.6397691031191031,1,Permuted
1,60,0.569444444444444,0.49752747252747254,0.5183608873735565,0.7052547589188538,6,0.5943828615828616,2,Permuted
2,60,0.455555555555556,0.5007352941176471,0.4633526202410731,0.5943263106319587,6,0.6456994061494061,2.449489742783178,Permuted
3,60,0.416666666666667,0.555448717948718,0.5327746484804801,0.6512343588002333,8,0.6762224553224553,2.8284271247461903,Permuted
4,60,0.605555555555556,0.5283333333333333,0.9353382184524639,0.9835535796656943,229,0.49717762237762236,2,Permuted
5,60,0.552777777777778,0.5560897435897436,0.3091957064315739,0.5035455413491055,4,0.5949067044067045,2,Permuted
1,61,0.602777777777778,0.47307692307692306,0.35365668445450443,0.4675781049986299,3,0.579755439005439,2,Permuted
2,61,0.641666666666667,0.58,0.4664526583803704,0.7607971828896166,4,0.6801033633033633,2,Permuted
3,61,0.680555555555556,0.5817307692307693,0.4879691606285139,0.755007568992442,6,0.6994812298812298,2.449489742783178,Permuted
4,61,0.647222222222222,0.5261904761904762,0.3120893472499496,0.5683914014923255,2,0.584829797979798,2,Permuted
5,61,0.480555555555556,0.473125,0.4638876403187884,0.6966936092376298,5,0.6230855477855478,2.23606797749979,Permuted
1,62,0.638888888888889,0.5511904761904762,0.5337579559745986,0.7444823597660353,9,0.7155345376845377,2,Permuted
2,62,0.586111111111111,0.4722426470588235,0.6836148670809651,0.7506531704458301,8,0.6986540792540793,2,Permuted
3,62,0.475,0.5814102564102565,0.5061695768800832,0.6544835595100671,6,0.615386507936508,2,Permuted
4,62,0.419444444444444,0.49945054945054945,0.3110629727983791,0.36403048909968366,1,0.6288780885780886,1,Permuted
5,62,0.741666666666667,0.5846153846153846,0.6309253682221923,0.6838844405538946,8,0.6801525641025641,2,Permuted
1,63,0.372222222222222,0.5008333333333334,0.2899188833462561,0.6085131399799343,2,0.6392045843045843,2,Permuted
2,63,0.408333333333333,0.5013736263736264,0.3259120236564047,0.6058486082009104,3,0.5727141303141303,1.7320508075688772,Permuted
3,63,0.663888888888889,0.5272435897435898,0.24968914642952053,0.559230402413546,1,0.5526651903651904,1,Permuted
4,63,0.527777777777778,0.5021978021978022,0.33055993796376076,0.5327361129813275,2,0.5432855533355533,2,Permuted
5,63,0.375,0.47250000000000003,0.5670156066598825,0.7990005643699488,7,0.7408522810522811,2,Permuted
1,64,0.388888888888889,0.44452380952380954,0.35178407392078875,0.48950562027711947,2,0.4897906315906316,1.4142135623730951,Permuted
2,64,0.463888888888889,0.5013736263736264,0.4655756736262214,0.6708550084093067,5,0.6420266511266511,2,Permuted
3,64,0.530555555555556,0.4978571428571429,0.47954378017948557,0.6275027917509186,4,0.6719981351981352,2,Permuted
4,64,0.575,0.4442857142857143,0.43798201794996605,0.5799703201504592,3,0.6327704573204573,1.7320508075688772,Permuted
5,64,0.430555555555556,0.4725274725274725,0.411924193331405,0.6629707063765892,4,0.6714273282273282,2,Permuted
1,65,0.547222222222222,0.4728021978021978,0.51898440593138,0.6870104084417193,5,0.7039676823176824,2,Permuted
2,65,0.505555555555556,0.5028846153846154,0.47751397696569853,0.6724321113967999,3,0.5882628094128094,2,Permuted
3,65,0.438888888888889,0.47309523809523807,0.44266038330893054,0.6089799960822317,3,0.6117974414474414,1.7320508075688772,Permuted
4,65,0.388888888888889,0.4441176470588235,0.419510923926681,0.5623712444341731,3,0.5689008769008769,2,Permuted
5,65,0.494444444444444,0.5005494505494505,0.9407578750720459,0.9618146209159124,229,0.41676213786213784,2,Permuted
1,66,0.486111111111111,0.47225274725274724,0.5798097064948021,0.7009624842862934,5,0.6448000888000888,2,Permuted
2,66,0.522222222222222,0.5833333333333334,0.5496187989474367,0.5895900406376066,7,0.6868626262626263,2.6457513110645907,Permuted
3,66,0.627777777777778,0.5547619047619048,0.511548501142858,0.6096081172305284,7,0.7038507936507936,2,Permuted
4,66,0.463888888888889,0.5014285714285714,0.42725113623475464,0.7089744513654346,4,0.6300346431346432,2,Permuted
5,66,0.572222222222222,0.5263736263736264,0.40456543778934884,0.6818928416376104,3,0.6875278887778887,1.7320508075688772,Permuted
1,67,0.661111111111111,0.5,0.9523758136166394,0.9860099579834283,229,0.36553989898989897,2,Permuted
2,67,0.502777777777778,0.4446691176470588,0.4658744774905292,0.7038177490226741,6,0.6701772838272838,2.449489742783178,Permuted
3,67,0.469444444444444,0.49945054945054945,0.2556622440673775,0.44686816018987147,2,0.5818873126873126,1.4142135623730951,Permuted
4,67,0.55,0.47335164835164834,0.48242775769433055,0.703604320176292,6,0.6642067099567099,2.449489742783178,Permuted
5,67,0.377777777777778,0.5287878787878788,0.4636462353066958,0.6068424965232628,3,0.6629996003996004,2,Permuted
1,68,0.433333333333333,0.4975,0.5131293949580727,0.5111849646726556,3,0.6512846153846154,2,Permuted
2,68,0.552777777777778,0.445,0.33565731237624086,0.6588847004127903,2,0.6089796481296481,2,Permuted
3,68,0.586111111111111,0.531043956043956,0.5570127439597374,0.6781922994093673,7,0.6327972416472416,2,Permuted
4,68,0.420833333333333,0.5263736263736264,0.3693664604875366,0.6815071664564336,4,0.6178779997779997,2,Permuted
5,68,0.355555555555556,0.44478021978021975,0.5466833552995485,0.8083670728325539,9,0.7761102564102564,3,Permuted
1,69,0.613888888888889,0.551923076923077,0.45327586867438235,0.5664073687029615,5,0.6968363913863914,2.23606797749979,Permuted
2,69,0.711111111111111,0.5,0.5558182857787223,0.655542979994133,5,0.7094757575757575,2,Permuted
3,69,0.691666666666667,0.5269230769230769,0.47443863084762844,0.5846567348553878,3,0.658247163947164,1.7320508075688772,Permuted
4,69,0.533333333333333,0.4447802197802198,0.4581041860014749,0.703542680430158,5,0.7793509934509935,2.23606797749979,Permuted
5,69,0.522222222222222,0.49857142857142855,0.4903993893289405,0.7348416508022905,4,0.6395041958041958,2,Permuted
1,70,0.491666666666667,0.4736263736263736,0.5080019666598143,0.8731685182554131,8,0.6886952824952824,2,Permuted
2,70,0.577777777777778,0.473125,0.5086583188219341,0.6478605336711871,5,0.6698773004773004,2.23606797749979,Permuted
3,70,0.441666666666667,0.5560439560439561,0.3796845555583105,0.5845605433238982,4,0.6283024531024531,2,Permuted
4,70,0.411111111111111,0.47307692307692306,0.45434630298054707,0.7050533032515467,4,0.6694275169275169,2,Permuted
5,70,0.509722222222222,0.5554761904761905,0.3748596819804289,0.5063294386919925,3,0.5791643356643357,2,Permuted
1,71,0.386111111111111,0.44507575757575757,0.37236122573539604,0.5942833889729029,4,0.6593341491841492,2,Permuted
2,71,0.461111111111111,0.4722426470588235,0.42364213338163015,0.6062532782832294,4,0.6608434620934621,2,Permuted
3,71,0.459722222222222,0.47238562091503267,0.5394575237048124,0.6938147190934773,5,0.7097257187257188,2.23606797749979,Permuted
4,71,0.326388888888889,0.4442307692307692,0.3786855521887962,0.48723861526127754,1,0.6149080697080697,1,Permuted
5,71,0.355555555555556,0.47348484848484845,0.4074885849579047,0.7194342361823254,4,0.6200000166500167,2,Permuted
1,72,0.523611111111111,0.4725274725274725,0.36923619956503045,0.5069487084354445,3,0.6267253135753136,1.7320508075688772,Permuted
2,72,0.375,0.4988636363636364,0.46409109970086465,0.6386461059773386,2,0.5391529637029637,1.4142135623730951,Permuted
3,72,0.488888888888889,0.4716666666666667,0.9505697715878545,0.9818732668739322,229,0.47891814296814295,2,Permuted
4,72,0.477777777777778,0.445,0.5336350969695579,0.7324399903242391,7,0.6500968142968143,2.6457513110645907,Permuted
5,72,0.622222222222222,0.4747619047619048,0.2843264088620185,0.4002058348400301,2,0.583046608946609,1.4142135623730951,Permuted
1,73,0.427777777777778,0.44430147058823527,0.49887840469957456,0.7329014347888917,5,0.7085940947940949,2,Permuted
2,73,0.472222222222222,0.5583333333333333,0.5454563631355057,0.5968362090976567,3,0.6995390831390832,2,Permuted
3,73,0.344444444444444,0.47190476190476194,0.4576495210890536,0.5578442756241376,3,0.5728305416805417,2,Permuted
4,73,0.472222222222222,0.5568181818181818,0.9659176002181508,0.9382592164837901,229,0.40235781995781994,2,Permuted
5,73,0.455555555555556,0.5002747252747253,0.927497119037772,0.9889183814485168,229,0.44037608502608505,2,Permuted
1,74,0.438888888888889,0.47225274725274724,0.477242609927109,0.6709308627503437,5,0.6950614385614385,2.23606797749979,Permuted
2,74,0.427777777777778,0.47333333333333333,0.312935865158147,0.42217744828782877,1,0.4721970085470085,1,Permuted
3,74,0.484722222222222,0.444375,0.3736994985565043,0.5510336343215649,3,0.5850968975468975,1.7320508075688772,Permuted
4,74,0.408333333333333,0.555952380952381,0.39025295475174193,0.5124196161940421,2,0.577905167055167,1.4142135623730951,Permuted
5,74,0.286111111111111,0.4455128205128205,0.5833390629469426,0.6979562076853721,5,0.6699202297702298,2,Permuted
1,75,0.477777777777778,0.4725274725274725,0.3611407225584008,0.45793348636667447,1,0.5420761849261849,1,Permuted
2,75,0.513888888888889,0.445,0.39462882002929595,0.5789854541963226,3,0.592413986013986,1.7320508075688772,Permuted
3,75,0.575,0.4727941176470588,0.3265765905359464,0.5119300312087218,2,0.598788344988345,2,Permuted
4,75,0.655555555555556,0.5518939393939394,0.4685942436806082,0.7257156026596893,5,0.6610065767565767,2,Permuted
5,75,0.533333333333333,0.4976190476190476,0.5219880145719628,0.6498934111876495,5,0.644409657009657,2.23606797749979,Permuted
1,76,0.347222222222222,0.4723809523809524,0.4163612914467536,0.6810423760839736,5,0.7019030913530914,2,Permuted
2,76,0.5375,0.5019230769230769,0.39639035584477417,0.6373117659555648,6,0.6918723276723276,2.449489742783178,Permuted
3,76,0.479166666666667,0.5274725274725275,0.37491185159954293,0.70912681506592945,2,0.6013292873792874,1.4142135623730951,Permuted
4,76,0.444444444444444,0.44577205882352944,0.21032112055128227,0.42285891919887897,1,0.507210372960373,1,Permuted
5,76,0.488888888888889,0.49775641025641026,0.4312693955045704,0.6533503319896843,3,0.5613320179820179,1.7320508075688772,Permuted
1,77,0.513888888888889,0.6082417582417583,0.40845831396216115,0.6692010830333613,3,0.593973532023532,1.7320508075688772,Permuted
2,77,0.655555555555556,0.47285714285714286,0.5145388512632066,0.7709074552787935,6,0.6828495948495948,2,Permuted
3,77,0.452777777777778,0.44505494505494503,0.49681893387468073,0.8047571687770894,8,0.7123008658008658,2.8284271247461903,Permuted
4,77,0.502777777777778,0.5266666666666666,0.619479955321266,0.8059336848861348,7,0.7127551004551005,2.6457513110645907,Permuted
5,77,0.452777777777778,0.4719047619047619,0.472119699645288,0.626792294277989,7,0.7129205128205128,2.6457513110645907,Permuted
1,78,0.525,0.5544117647058824,0.2674610955951657,0.3907407362577619,2,0.6188337995337996,1.4142135623730951,Permuted
2,78,0.652777777777778,0.49743589743589745,0.9532066723036906,0.9716411492250682,229,0.4005380286380286,2,Permuted
3,78,0.361111111111111,0.4436813186813187,0.45645401242518713,0.6346499547138397,3,0.6141759518259519,1.7320508075688772,Permuted
4,78,0.558333333333333,0.555448717948718,0.48404223803284374,0.6407313462662692,4,0.6072178488178488,2,Permuted
5,78,0.472222222222222,0.50125,0.39392429509006127,0.5512654415280732,3,0.6410570929070929,2,Permuted
1,79,0.536111111111111,0.53,0.5206462036462195,0.7935703494062221,10,0.7422786213786213,2,Permuted
2,79,0.658333333333333,0.5261904761904762,0.36085431265468454,0.5775380942159763,3,0.6363469696969697,1.7320508075688772,Permuted
3,79,0.511111111111111,0.4738095238095238,0.2870664757433284,0.4626357012998357,2,0.657613875013875,2,Permuted
4,79,0.525,0.4989010989010989,0.3307254715428245,0.5817549456780126,3,0.6421774114774115,2,Permuted
5,79,0.341666666666667,0.44478021978021975,0.5284439882188684,0.5518612122281749,5,0.5870212121212122,2.23606797749979,Permuted
1,80,0.580555555555556,0.5545238095238095,0.4192170207832702,0.5099437790645908,3,0.58728885003885,2,Permuted
2,80,0.505555555555556,0.5016666666666667,0.48136931987191156,0.6650924226152757,5,0.5143358641358642,2,Permuted
3,80,0.427777777777778,0.4736263736263736,0.5111976650411277,0.7276854282708404,6,0.6364727883227883,2.449489742783178,Permuted
4,80,0.5,0.529375,0.49421176256743826,0.5862866967889231,5,0.6474050505050505,2,Permuted
5,80,0.536111111111111,0.5849358974358975,0.9368743170257371,0.9953129316824857,229,0.4479104007104007,2,Permuted
1,81,0.583333333333333,0.5262820512820513,0.4263077305021496,0.593582088829804,3,0.6208636641136641,1.7320508075688772,Permuted
2,81,0.666666666666667,0.6096153846153847,0.47948757258029134,0.5779454520010288,2,0.6049132922632923,1.4142135623730951,Permuted
3,81,0.541666666666667,0.5519047619047619,0.43289710876763277,0.6672669630791829,5,0.6008668442668442,2.23606797749979,Permuted
4,81,0.526388888888889,0.5001838235294118,0.572116475936495,0.7280216517937363,7,0.6668260295260295,2.6457513110645907,Permuted
5,81,0.509722222222222,0.5021978021978022,0.40197692681628694,0.7829000991180892,4,0.6867099789099789,2,Permuted
1,82,0.486111111111111,0.44476190476190475,0.4270366593461366,0.6462059155824393,5,0.6776161838161838,2,Permuted
2,82,0.588888888888889,0.4736263736263736,0.28415501956104616,0.6746823845557566,3,0.6261702852702853,1.7320508075688772,Permuted
3,82,0.536111111111111,0.5019230769230769,0.6085857176808414,0.6765732958424292,5,0.6174530580530581,2.23606797749979,Permuted
4,82,0.516666666666667,0.4971428571428571,0.5214938532027489,0.7957687751688851,4,0.6491716616716616,2,Permuted
5,82,0.347222222222222,0.47333333333333333,0.42716468941819763,0.6745670587957824,5,0.6477243034743034,2,Permuted
1,83,0.698611111111111,0.6099358974358975,0.43341675991487294,0.61340358187211,3,0.6039293761793761,2,Permuted
2,83,0.519444444444444,0.5008333333333334,0.3065560704826352,0.6006919937529179,3,0.5619667443667444,2,Permuted
3,83,0.451388888888889,0.4714285714285714,0.25293829551303554,0.5554029490090595,3,0.6362815184815185,1.7320508075688772,Permuted
4,83,0.561111111111111,0.5277472527472528,0.26490054667696855,0.4265643718011407,3,0.626235286935287,1.7320508075688772,Permuted
5,83,0.556944444444444,0.5266666666666666,0.5503635846587451,0.5525424621140381,3,0.5795011266511266,2,Permuted
1,84,0.472222222222222,0.4726190476190476,0.38300700636218393,0.5541073833980968,2,0.5720961038961039,2,Permuted
2,84,0.355555555555556,0.44476190476190475,0.38369980288398825,0.5967418275928574,3,0.6528467643467644,1.7320508075688772,Permuted
3,84,0.495833333333333,0.44448529411764703,0.23642500698522412,0.4481658113214649,2,0.5710924630924631,1.4142135623730951,Permuted
4,84,0.569444444444444,0.6068181818181818,0.38136755594915156,0.7649438281149898,4,0.5927895326895327,2,Permuted
5,84,0.443055555555556,0.49862637362637363,0.3462659339724785,0.46409544621360965,1,0.5439182706182706,1,Permuted
1,85,0.680555555555556,0.5593406593406594,0.493376845010988,0.732322100195992,5,0.6424945665445665,2.23606797749979,Permuted
2,85,0.391666666666667,0.444375,0.3499434697802116,0.5873431480987694,3,0.6133977078477079,2,Permuted
3,85,0.327777777777778,0.4978021978021978,0.4043479062631095,0.8068860341639534,5,0.628287678987679,2,Permuted
4,85,0.547222222222222,0.5282051282051282,0.45904493230725896,0.6685902908147836,5,0.7056324564324564,2.23606797749979,Permuted
5,85,0.604166666666667,0.47229166666666667,0.39224852418768147,0.5367666807261,3,0.6459815850815851,1.7320508075688772,Permuted
1,86,0.394444444444444,0.4734848484848485,0.593791164617084,0.8931522641891761,9,0.7478878787878788,3,Permuted
2,86,0.558333333333333,0.5,0.31818575145838857,0.5646307172183774,2,0.5588831002331003,1.4142135623730951,Permuted
3,86,0.566666666666667,0.5003676470588235,0.5086329040620994,0.8009886180400564,5,0.6826998057498057,2.23606797749979,Permuted
4,86,0.545833333333333,0.4442307692307692,0.4506724553006801,0.6228878641725142,4,0.6559596625596625,2,Permuted
5,86,0.527777777777778,0.47335164835164834,0.4125722341389053,0.6411036865727027,3,0.6172480075480076,1.7320508075688772,Permuted
1,87,0.413888888888889,0.4438095238095238,0.45134953638478026,0.7162434859592325,6,0.6329531468531469,2.449489742783178,Permuted
2,87,0.594444444444444,0.529375,0.4772647243162671,0.5883838279756498,3,0.6189029415029415,2,Permuted
3,87,0.543055555555556,0.4737179487179487,0.32677015232412243,0.7067731930210188,3,0.6396983904983905,2,Permuted
4,87,0.543055555555556,0.5258333333333334,0.4230903966002171,0.5571264288323831,2,0.5242919968919969,1.4142135623730951,Permuted
5,87,0.6,0.5842948717948718,0.34885483998165756,0.6856614830897076,3,0.5921023254523254,1.7320508075688772,Permuted
1,88,0.472222222222222,0.44395833333333334,0.5101801910758663,0.6757646633525781,5,0.6791610722610723,2,Permuted
2,88,0.591666666666667,0.5277472527472528,0.41138212985584294,0.7451364335765576,4,0.6010894716394717,2,Permuted
3,88,0.538888888888889,0.5010416666666667,0.39550095612374125,0.6019205275294585,2,0.4978935897435897,1.4142135623730951,Permuted
4,88,0.518055555555556,0.5837912087912088,0.40298443247541876,0.45581227157770543,2,0.6156220168720169,2,Permuted
5,88,0.547222222222222,0.6067307692307692,0.30316204496794374,0.6303746798250083,3,0.5962008824508824,1.7320508075688772,Permuted
1,89,0.451388888888889,0.47285714285714286,0.41356749021572736,0.5427634157243008,3,0.5904053668553668,1.7320508075688772,Permuted
2,89,0.519444444444444,0.4438095238095238,0.39767474928403196,0.6654319085983091,6,0.6646643356643357,2.449489742783178,Permuted
3,89,0.3,0.4725274725274725,0.4453789818721174,0.691741843613063,7,0.6796520923520923,2,Permuted
4,89,0.5375,0.5266483516483517,0.43728017202710184,0.6002264393956013,6,0.7135725718725718,2,Permuted
5,89,0.547222222222222,0.5021428571428571,0.36877188738464606,0.49042493206694543,3,0.6332228826728826,2,Permuted
1,90,0.475,0.5534090909090909,0.4381159765272024,0.6727220267062749,3,0.6562068653568653,1.7320508075688772,Permuted
2,90,0.522222222222222,0.5808823529411764,0.5535223485694482,0.7099423726767751,5,0.6291443667443667,2,Permuted
3,90,0.559722222222222,0.5005514705882352,0.461342783636399,0.7108793795321121,4,0.6159138528138528,2,Permuted
4,90,0.416666666666667,0.47335164835164834,0.49458008408078913,0.7286674396103222,7,0.6395422910422911,2.6457513110645907,Permuted
5,90,0.254166666666667,0.4446969696969697,0.6322845211202716,0.7244364974887098,11,0.7649217005217005,2,Permuted
1,91,0.381944444444444,0.52875,0.33109507573922403,0.6066942984706454,2,0.5457219114219114,2,Permuted
2,91,0.627777777777778,0.4726190476190476,0.49969531671302025,0.4772549105810916,3,0.6590494394494395,2,Permuted
3,91,0.583333333333333,0.5818181818181818,0.4716557584176617,0.6048426885939655,4,0.6400411310911311,2,Permuted
4,91,0.530555555555556,0.5275641025641026,0.3237121337528827,0.6292202773648313,3,0.5333823232323233,1.7320508075688772,Permuted
5,91,0.456944444444444,0.47205882352941175,0.4017726251160543,0.6127900996078031,4,0.6150055167055167,2,Permuted
1,92,0.463888888888889,0.52625,0.3610922194594708,0.6723579298368864,3,0.6617444832944833,1.7320508075688772,Permuted
2,92,0.419444444444444,0.5263736263736264,0.499770335244025,0.796810012101021,6,0.6791516039516039,2,Permuted
3,92,0.468055555555556,0.5275641025641026,0.49877527696215607,0.6856015734420019,5,0.5988423132423133,2.23606797749979,Permuted
4,92,0.469444444444444,0.4987179487179487,0.3732285512921281,0.6066619740027289,3,0.6138642579642579,2,Permuted
5,92,0.531944444444444,0.5292279411764705,0.3597540052252048,0.47683579035090196,2,0.5374174048174049,1.4142135623730951,Permuted
1,93,0.523611111111111,0.44571428571428573,0.2774153571454083,0.27406822703506384,1,0.6049993284493285,1,Permuted
2,93,0.358333333333333,0.5,0.47633564422748287,0.6779372203895072,5,0.6494027195027195,2,Permuted
3,93,0.488888888888889,0.5571969696969697,0.4190654207291174,0.6243479042953224,2,0.6052421166252049,2,Permuted
4,93,0.461111111111111,0.4442857142857143,0.954940879014703,0.98693809520588,229,0.43736176046176045,15.132745950421556,Permuted
5,93,0.509722222222222,0.4980769230769231,0.3128489734487737,0.48433006310075727,1,0.5288040237540238,1,Permuted
1,94,0.440277777777778,0.44395833333333334,0.5246155330110392,0.691926022236091,6,0.7526201631701631,2.449489742783178,Permuted
2,94,0.5375,0.5552197802197802,0.21751730486066148,0.4751961428789924,1,0.5494829947829948,1,Permuted
3,94,0.552777777777778,0.5284090909090909,0.3437275373422525,0.5202909104390495,2,0.6181728438228439,2,Permuted
4,94,0.502777777777778,0.5014285714285714,0.37072365753101755,0.6102987726313355,3,0.595745066045066,2,Permuted
5,94,0.469444444444444,0.5252083333333334,0.3005561190754859,0.526504814766869,2,0.5550871406371406,2,Permuted
1,95,0.566666666666667,0.5547619047619048,0.30540416146849075,0.4245351224138187,1,0.5835864413364413,1,Permuted
2,95,0.563888888888889,0.5011904761904762,0.501023491396614,0.5426336037449531,3,0.6075487345987346,2,Permuted
3,95,0.466666666666667,0.49785714285714283,0.49556225709914237,0.6948651968410188,3,0.5944401320901321,2,Permuted
4,95,0.311111111111111,0.4728021978021978,0.5948196709480341,0.7730313303477522,8,0.7437419358419358,2.8284271247461903,Permuted
