Strain,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230
CC027,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0,2915,8245,0,0,0,17,444,0,2207,0,1061,0,0,850,0,126,210,1029,0,6249,3713,0,0,12,38472,4151,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,721,0,0,0,0,0,0,0,0,7,0,0,11,0,26290,14899,0,2622,0,0,0,0,0,3462,2505,0,0,0,0,142,0,0,0,38,0,0,0,0,141,30,2003,3,216,51,0,106,0,0,1329,635,86,0,104,0,4626,0,0,0,0,0,1558,187,13,6,0,5,0,379,1990,0,515,44,0,0,0,0,931,8,9,516,18797,0,21,0,0,0,5,51,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,104,9082,0,0,0,0,15101,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7229,0,0,92,2318,0,11,0,0,0
CC027,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,1598,1744,0,0,0,0,339,0,1894,0,2123,0,0,695,0,118,597,1854,0,4304,1772,0,0,7,22589,4178,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,31,0,8206,4662,0,364,0,0,0,5,0,1146,5352,0,0,0,0,41,0,0,0,0,8,0,0,0,28,4,306,0,0,29,0,0,0,0,538,24,0,10,0,26,359,0,0,0,0,0,327,94,0,0,0,7,0,191,867,0,91,50,0,0,0,0,210,0,10,105,10205,0,27,0,0,0,61,37,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,9,490,0,0,0,0,5398,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592,0,0,746,2477,0,24,0,0,0
CC027,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3280,0,0,4648,4653,0,0,0,6,959,0,6864,27,1398,0,0,2094,0,215,855,900,0,7443,3091,0,0,26,41953,2070,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589,0,0,0,0,0,0,0,0,0,0,0,15,0,15131,16817,0,401,0,0,0,0,0,3819,2448,8,0,0,0,874,0,3,14,0,0,0,0,0,97,6,1234,0,129,30,0,11,0,0,647,117,4,0,504,0,1169,3,0,0,0,0,945,244,0,0,0,0,0,247,1928,0,906,581,0,0,0,0,659,17,0,1494,19232,0,6,0,0,0,17,3,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2248,0,0,0,0,0,0,0,0,0,74,3010,0,0,0,0,5388,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5703,0,0,4158,1590,0,3,0,0,0
CC027,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589,0,0,1591,2168,0,0,4,0,486,0,982,0,110,0,0,722,0,36,111,1146,0,1889,1124,0,0,0,23277,1418,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,7,13,0,9023,9867,0,309,0,0,4,0,0,4703,1003,0,0,0,0,124,0,0,0,3,0,0,0,0,82,0,1578,0,48,37,0,9,0,0,417,18,34,0,203,0,508,0,0,0,0,0,373,83,0,7,0,5,0,565,1317,177,599,0,0,0,0,0,246,26,0,13,15263,0,15,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,2,0,0,0,37,370,0,0,0,0,2092,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292,0,0,59,221,0,12,0,0,0
CC027,589,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,882,564,0,0,0,0,255,0,14423,0,616,0,0,2429,0,372,1475,3170,0,12533,514,0,0,19,44377,2760,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,33,0,10669,6321,0,452,0,0,5,0,0,5317,16967,0,0,0,0,70,0,0,0,0,0,0,0,0,156,5,3575,0,131,21,0,11,0,0,528,472,9,0,0,0,564,0,0,0,0,0,1079,88,0,85,0,8,0,438,3260,0,530,1417,0,0,0,0,747,50,6,333,7651,0,136,0,0,0,50,134,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,2002,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875,0,0,2356,2664,0,7,0,0,0
C3H,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4903,0,35,1454,3780,0,0,0,0,1455,0,14285,0,1890,0,0,2515,0,26,153,76,0,1362,283,186,0,0,16979,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,9,0,22886,19142,4174,2528,0,0,0,5,0,709,1548,0,3,0,0,481,0,0,0,0,0,0,0,0,21,0,312,18,32,59,0,0,0,0,129,0,12,0,9,0,662,0,0,0,0,0,74,0,0,0,0,0,0,10,90,0,15,0,0,0,0,0,108,0,11,87,16039,523,114,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,0,0,0,0,0,0,0,0,0,0,1996,0,0,0,0,632,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,0,0,0,111,0,0,0,0,0
C3H,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776,0,104,867,5761,0,0,0,2,2554,0,16907,0,7402,0,0,3686,22,0,108,11,0,1898,2996,66,0,0,54327,752,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068,0,0,0,0,0,0,0,0,6,0,0,0,0,41463,17430,2505,5205,5,0,28,0,0,10779,2557,0,0,0,0,1128,0,0,0,0,0,0,0,0,518,0,8217,437,26,15,0,0,0,0,880,0,75,0,251,35,2726,15,0,0,0,0,1943,11,5,78,0,167,0,219,2402,0,570,0,0,0,0,0,325,6,18,38,16615,2633,116,0,0,0,29,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8793,0,0,0,0,0,0,0,0,0,74,8212,0,0,0,7,14181,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2817,0,0,20,289,0,13,0,0,0
C3H,727,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,249,3440,0,0,0,2,7411,0,3525,0,2810,0,0,7350,0,0,313,0,0,3741,1046,1035,0,0,28285,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,0,0,0,0,0,0,0,0,40,0,0,9,0,40698,7025,1415,5023,0,0,88,0,0,1565,301,0,0,0,0,2204,0,0,0,0,0,0,0,0,12,0,1593,223,4,3,0,0,0,0,416,0,0,0,0,0,280,0,0,0,0,0,2088,0,28,5,0,216,0,22,642,0,368,0,0,0,0,0,61,0,245,230,427,6,284,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5632,0,0,0,0,0,2,0,0,0,111,308,0,0,0,0,23209,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,221,0,0,0,0,0
C3H,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,77,224,2363,0,0,0,0,1012,0,979,7,652,0,0,9095,6,0,100,67,0,1774,1203,240,0,0,40599,7476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3071,0,0,0,0,0,0,0,0,0,0,0,114,0,33707,2998,166,5935,0,0,6,0,0,13475,1098,0,0,0,0,735,0,0,0,0,10,24,0,0,66,0,3898,1157,24,10,0,0,0,0,653,0,18,15,144,0,567,2,0,0,0,0,2826,7,5,16,0,227,0,70,694,0,455,0,0,0,0,0,37,0,13,354,5459,0,43,0,0,0,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4370,0,0,0,0,0,0,0,0,0,29,2484,0,0,0,0,45468,2669,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1848,0,0,0,1223,0,10,0,0,0
C3H,780,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,1229,3821,0,0,0,0,134,0,199,0,96,0,0,1048,0,0,6,0,0,1653,810,116,0,0,57317,1088,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12254,0,0,0,0,0,0,0,0,12,0,0,41,0,13388,13888,1241,1434,0,0,30,0,0,982,65,0,0,0,0,2806,0,0,0,0,0,0,0,0,0,0,1954,84,0,0,0,0,0,0,43,0,0,15,0,0,2340,0,0,0,0,0,52,0,7,0,0,0,0,0,41,0,96,0,0,0,0,0,32,0,7,200,4773,0,3,0,0,0,78,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13891,0,0,0,0,0,0,0,0,0,4,3737,0,0,0,0,10127,83,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0
C3H,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,870,3865,0,0,0,0,2261,0,9876,0,3260,0,0,6055,0,7,109,0,0,8345,13,0,0,0,57331,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655,0,0,0,0,0,0,0,0,8,0,0,27,0,18090,1016,116,3158,0,0,55,0,0,5533,2082,0,0,0,0,3567,0,0,0,0,0,0,0,0,337,0,3620,713,0,42,0,0,0,0,2878,0,0,0,0,0,379,0,0,0,0,0,1553,5,23,10,0,165,0,31,1128,0,411,0,0,0,0,0,135,0,0,240,2284,0,84,0,0,0,13,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5628,0,0,0,0,0,0,0,0,0,38,2586,0,0,0,0,6029,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718,0,0,8,232,0,0,0,0,0
C3H,1933,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,43,375,3074,0,0,0,3,6425,0,5050,2,1718,0,17,5252,0,54,563,77,0,6829,3846,88,0,0,56916,7222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457,0,0,0,0,0,0,0,0,0,0,0,0,0,19821,20890,3136,1395,0,0,30,0,0,11473,2005,2,0,0,0,105,0,0,0,0,0,0,0,0,620,0,6924,1369,69,24,0,0,0,0,1006,0,102,0,1067,37,1249,18,0,0,0,0,3668,60,51,14,0,446,0,163,1612,0,683,0,0,0,0,0,250,41,27,48,2591,0,79,0,0,0,7,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6669,0,0,0,0,0,0,0,0,0,199,5942,0,0,0,0,19231,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,0,0,0,1566,0,11,0,0,0
C3H,510,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,25,906,10231,0,0,2,0,1444,0,769,0,90,0,0,2146,0,0,32,0,0,6919,6656,106,0,0,25194,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,13,0,0,64,0,43765,72487,12228,2276,8,0,61,9,0,4180,1600,0,0,0,0,11099,0,0,0,0,0,0,0,0,83,0,2107,519,0,12,0,0,0,0,139,0,33,5,0,0,1509,0,0,0,0,7,211,7,12,8,0,40,0,11,233,0,102,0,0,0,0,0,108,0,38,72,9624,19,23,0,0,0,140,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5444,0,0,0,0,0,0,0,0,0,14,4010,0,0,0,0,8915,551,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3839,0,0,0,584,0,31,0,0,0
C3H,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,0,0,2,9125,0,3885,0,391,0,0,5759,0,0,100,379,0,5851,1314,819,0,0,55519,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,7175,9042,2380,287,0,0,10,0,0,16365,2189,0,0,0,0,617,0,0,0,0,0,0,0,0,551,0,4695,146,121,12,0,0,0,0,578,0,179,0,485,45,766,61,0,0,0,0,1398,90,19,41,0,111,0,381,1881,0,515,0,0,0,0,0,224,41,73,59,24,0,175,0,0,0,15,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,0,0,0,0,0,0,0,0,0,130,820,0,0,0,0,6058,29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2904,0,0,0,464,0,8,0,0,0
C3H,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,30,729,0,0,0,0,7261,0,3933,0,683,0,0,5858,0,0,116,0,0,9593,3526,589,0,0,42271,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,6,0,0,0,0,10233,14150,1669,638,0,0,20,0,0,21322,3392,0,0,0,0,646,0,0,0,0,0,0,0,0,453,0,8825,291,0,0,0,0,0,0,526,0,108,0,507,28,1275,21,0,0,0,0,1555,14,0,30,0,64,0,226,1814,0,334,0,0,0,0,0,210,28,149,162,43,6,232,0,0,0,84,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4346,0,0,0,0,0,0,0,0,0,39,229,0,0,0,0,12238,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,0,0,5,1080,0,0,0,0,0
C3H,1007,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1918,0,281,1841,13580,0,0,0,0,1913,0,2897,0,4787,0,0,1958,0,95,1269,105,0,3562,468,2069,0,0,81243,11192,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,11,0,0,6,0,40354,11772,1728,6038,0,0,12,0,0,6995,595,0,4,0,0,1334,0,2,0,0,0,0,0,0,160,0,4541,420,16,42,0,0,0,0,138,0,22,0,42,19,1603,5,0,0,0,0,1520,23,0,39,0,196,0,155,1116,0,264,0,0,0,0,0,134,5,29,127,3921,16,140,0,0,0,88,108,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10335,0,0,0,0,0,0,0,0,54,40,4704,0,0,0,0,20736,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3702,0,0,7,166,0,20,0,0,0
C3H,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,91,114,1935,0,0,0,0,753,0,471,0,312,0,0,3206,0,13,172,39,0,3125,743,341,0,0,53871,4978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,12900,32452,1783,570,0,0,14,0,0,3467,340,0,0,0,0,548,0,0,0,0,0,0,0,0,59,0,1159,82,0,0,0,0,0,0,193,0,17,0,48,58,255,0,0,0,0,0,1226,17,4,0,0,55,0,103,411,0,234,0,0,0,0,0,21,0,15,32,430,0,19,0,0,0,57,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7474,0,0,0,0,0,0,0,0,36,14,807,0,0,0,0,8975,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,218,0,13,0,0,0
C3H,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5953,0,9,27,2547,0,0,3,0,27,0,694,0,44736,0,0,11902,0,2662,6952,174,0,832,129,0,0,0,39451,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,0,7630,12014,0,214,0,0,14,0,0,1357,103,0,0,0,0,731,0,0,0,34,0,0,0,0,45,0,1668,40,0,439,0,0,0,0,27,0,101,0,99,0,535,0,0,0,0,0,112,0,0,0,0,0,0,12,998,0,4,0,0,0,7,0,113,0,3,3,12137,0,2,0,0,0,11,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,0,0,0,0,0,0,0,0,1029,5,1050,0,0,0,0,435,8301,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,0,0,4,41,0,16602,0,0,0
C3H,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,23,387,1604,0,0,0,0,783,0,1666,7,358,0,0,1370,0,21,84,154,0,3993,993,268,0,0,62732,4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,9,0,10525,14814,2162,642,0,0,15,9,0,12915,1264,0,0,0,0,912,8,0,0,0,0,0,0,0,136,0,3851,101,120,0,0,0,0,0,363,0,9,0,504,6,604,7,0,0,14,0,1031,11,0,18,0,68,0,197,1163,0,222,0,0,0,0,0,51,0,24,0,2919,8,57,0,0,0,71,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5252,0,0,0,0,0,0,0,0,20,13,1077,0,0,0,2,8928,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,0,0,5,373,0,710,0,0,0
C3H,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,88,295,2601,0,0,0,0,315,0,1614,0,449,0,0,841,0,0,17,0,0,1075,712,77,0,0,20836,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,36228,5744,1259,6259,0,0,0,0,0,3385,991,0,0,0,0,419,0,0,0,0,0,0,0,0,64,0,1756,206,11,4,0,0,0,0,172,0,0,0,528,8,403,0,0,0,0,0,438,5,0,12,0,0,0,109,591,0,198,0,0,0,0,0,34,7,10,25,785,13,22,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537,0,0,0,0,0,0,0,0,56,16,735,0,0,0,0,3835,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,216,0,10,0,0,0
C3H,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,27,486,4731,0,0,0,0,1475,0,1460,0,1081,0,0,6090,0,11,226,0,0,11396,2928,353,0,0,42085,15276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10735,0,0,0,0,0,0,0,0,11,0,0,25,0,17362,16215,2164,1419,0,0,11,0,0,10538,1063,0,2,0,0,924,0,0,0,0,0,0,0,0,136,0,4275,310,165,37,0,0,0,0,737,0,32,0,12,139,548,7,0,0,0,0,1493,102,21,22,0,153,0,239,1273,0,433,0,0,0,5,0,112,4,54,77,1354,651,304,0,0,0,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5028,0,0,0,0,0,0,0,0,126,15,1389,0,0,0,0,7844,29,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,0,0,0,1095,0,0,0,0,0
C3H,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,120,664,4211,0,0,0,9,8587,0,5877,0,1976,0,0,5543,0,60,678,0,2,17834,10279,1074,0,0,40667,28521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,13440,25938,2314,938,0,0,9,0,0,5784,1097,0,2,0,0,1011,0,0,0,0,0,0,0,0,750,0,3737,257,927,64,0,0,0,0,970,0,4,0,182,0,1005,0,0,0,0,0,804,152,3,11,0,64,2,111,951,0,322,0,0,0,0,0,489,0,2,252,573,40,199,0,0,0,78,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4305,5,0,0,0,0,5,0,0,163,53,3877,0,0,0,0,14241,39,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4722,0,0,0,716,0,15,0,0,0
C3H,440,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5795,0,38,1566,7602,0,0,0,0,854,0,2119,0,1528,0,0,2260,0,26,117,51,0,2293,1570,340,0,0,53730,4699,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534,0,6,0,0,0,0,0,0,33,0,0,14,0,20280,37754,4176,2031,4,0,24,0,0,2656,372,0,4,0,0,557,0,0,0,0,0,0,0,0,47,0,1732,284,30,44,0,0,0,11,234,0,24,0,188,13,875,0,0,0,0,0,826,22,0,6,0,96,0,94,559,0,241,0,0,0,0,0,109,0,35,74,25017,0,56,0,0,0,26,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9496,0,0,0,0,0,0,0,0,0,15,3144,0,0,0,0,6682,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,0,0,16,407,0,17,0,0,0
C3H,1146,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3692,0,14,571,3147,0,0,0,0,1809,0,1757,0,757,0,0,1490,0,62,444,191,0,6770,2072,583,48,0,29194,17198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4432,0,5,0,0,0,0,0,0,0,0,0,3,0,9573,24533,1433,975,0,0,7,0,0,8949,1140,0,5,0,0,274,0,6,0,0,0,0,0,0,124,0,4341,459,1372,37,0,0,0,9,617,0,59,0,182,27,648,14,0,0,0,0,853,247,0,28,0,73,0,424,1535,0,452,0,0,0,0,0,193,4,22,36,12187,0,31,0,0,0,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,0,0,0,0,0,0,0,0,0,54,1527,0,0,0,0,14472,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2764,0,0,0,658,0,8,0,0,0
C3H,10776,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12478,0,176,1793,16997,0,0,0,5,15546,0,2276,0,3655,0,0,8573,16,62,917,504,0,36544,29886,5224,100,0,190406,139976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44166,0,12,0,0,0,0,0,0,42,0,0,18,0,68320,86078,9177,6596,0,0,94,0,0,22017,4178,0,14,0,0,2624,0,0,0,0,0,31,14,0,889,0,9472,1179,2454,320,0,0,0,0,2041,0,97,24,1159,12,2309,3,0,0,0,13,4286,1062,30,24,0,313,0,2325,2643,0,1542,0,0,0,4,0,1027,9,147,256,139532,0,302,0,0,0,264,359,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8460,3,0,0,0,0,0,0,0,0,102,7809,0,0,0,22,54035,105,0,5,0,0,0,0,0,23,0,0,0,0,0,0,0,15286,0,0,20,4559,0,16,0,0,0
C3H,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,68,217,5079,0,0,0,0,9198,0,5115,0,331,0,0,5313,0,45,721,566,0,16570,5057,2481,0,0,40593,17388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4339,0,0,0,0,0,0,0,0,31,0,0,13,0,17360,20534,1149,1167,0,0,16,0,0,17446,3482,3,3,0,0,659,0,0,0,35,0,0,8,0,643,0,10166,1111,874,19,0,0,0,0,554,8,190,0,889,18,1847,27,0,0,0,0,2317,195,0,8,0,88,0,597,4724,14,1146,0,0,0,0,0,598,33,34,262,495,0,330,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4824,0,0,0,0,0,0,0,0,0,269,7919,0,0,0,0,17683,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6595,0,0,0,7013,0,0,0,0,0
C3H,384,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5063,0,79,2958,10833,0,0,0,0,277,0,241,0,81,0,0,741,0,0,5,0,0,306,459,112,0,0,39474,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,54,0,0,6,0,31539,30643,5593,2862,0,6,30,14,0,973,648,0,6,0,0,3222,0,0,0,0,0,5,0,0,22,0,2016,571,27,43,0,0,0,0,71,0,27,0,2736,0,778,0,0,0,0,0,65,0,0,4,0,0,0,9,19,0,5,0,0,0,0,0,42,0,35,39,44902,0,9,0,0,0,28,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,0,0,0,0,0,0,0,0,0,0,1937,0,0,0,0,5963,36,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3377,0,0,0,413,0,3,0,0,0
