fold,seed,AUC,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyNull,AccuracyPValue,McnemarPValue,Train_procrustedCorr,Test_procrustedCorr,Sensitivity,Specificity,Pos.Pred.Value,Neg.Pred.Value,Precision,Recall,F1,Prevalence,Detection.Rate,Detection.Prevalence,Balanced.Accuracy,numFeatures,TrainlogLoss,TrainAUC,TrainprAUC,TrainAccuracy,TrainKappa,TrainF1,TrainSensitivity,TrainSpecificity,TrainPos_Pred_Value,TrainNeg_Pred_Value,TrainPrecision,TrainRecall,TrainDetection_Rate,TrainBalanced_Accuracy,method,mtry,positiveClass
4,15,0.583333333333333,0.7142857142857143,0.4166666666666668,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,1,0.3883225860160345,0.7288635442317576,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.7083333333333333,3,0.6339297040476726,0.7155952380952381,0.603023497501176,0.6154578754578754,0.22774299133684583,0.5774468864468865,0.5819047619047619,0.6464285714285715,0.5877460317460317,0.6449437229437229,0.5877460317460317,0.5819047619047619,0.2695238095238095,0.6141666666666666,rf,2,C3H
5,15,0.5,0.75,0.5,0.3491442055871758,0.9681459737500557,0.5,0.14453125000000006,1,0.7711071578198133,0.8526214818512566,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.375,0.5,0.75,5,0.588598562074428,0.7483673469387755,0.63343164144057,0.6745934065934066,0.3479787159422192,0.6424491913315442,0.6733333333333333,0.6785714285714286,0.6444069264069264,0.7367460317460317,0.6444069264069264,0.6733333333333333,0.30545054945054945,0.675952380952381,rf,2,C3H
6,15,0.8125,0.875,0.75,0.47349032912479344,0.9968402764687481,0.5,0.035156250000000014,1,0.340305899537241,0.661602143010311,0.75,1,1,0.8,1,0.75,0.8571428571428571,0.5,0.375,0.375,0.875,5,0.617558353486111,0.7548809523809523,0.6422548025717668,0.6747545787545788,0.3438301117208047,0.6397215007215007,0.6504761904761904,0.6928571428571428,0.6573174603174603,0.7106248196248196,0.6573174603174603,0.6504761904761904,0.2979340659340659,0.6716666666666666,rf,2,C3H
7,15,0.625,0.75,0.5,0.3491442055871758,0.9681459737500557,0.5,0.14453125000000006,0.4795001221869535,0.6943031883815022,0.7116349695851437,0.5,1,1,0.6666666666666666,1,0.5,0.6666666666666666,0.5,0.25,0.25,0.75,3,0.7284233706304386,0.6884353741496598,0.5999530524039453,0.6113113553113553,0.21441642120221133,0.529007104007104,0.4980952380952381,0.7135714285714285,0.6154285714285714,0.627021867021867,0.6154285714285714,0.4980952380952381,0.22487912087912088,0.6058333333333333,rf,2,C3H
8,15,0.6,0.75,0.4666666666666667,0.3491442055871758,0.9681459737500557,0.625,0.36973506212234514,1,0.33206127121814033,0.6170273572226033,0.6666666666666666,0.8,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.375,0.25,0.375,0.7333333333333334,1,1.2402736126215121,0.6775510204081633,0.5513538749610178,0.610021978021978,0.21180097533676412,0.5831432456432456,0.5628571428571428,0.6514285714285715,0.5779610389610389,0.6408816738816738,0.5779610389610389,0.5628571428571428,0.2664908424908425,0.6071428571428571,rf,2,C3H
9,15,0.55,0.6666666666666666,0.30769230769230765,0.2992950562085404,0.9251453685803082,0.5555555555555556,0.3743106756545341,1,0.4996490104403269,0.8663559546366288,0.5,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285715,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.65,5,0.5347116337596449,0.8136394557823129,0.6858613957140742,0.7156483516483516,0.4206725991910039,0.6582101297395415,0.6323809523809524,0.7857142857142857,0.7164285714285714,0.7339134199134199,0.7164285714285714,0.6323809523809524,0.29523809523809524,0.709047619047619,rf,2,C3H
10,15,0.75,0.7142857142857143,0.4615384615384616,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,0.4795001221869535,0.5109013492679583,0.6853677076454613,1,0.5,0.6000000000000001,1,0.6,1,0.7499999999999999,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.75,4,0.5893657203314273,0.7731122448979592,0.6528001763448192,0.7003663003663003,0.3906907400939092,0.6493426573426573,0.6114285714285714,0.7778571428571428,0.717,0.7036248196248196,0.717,0.6114285714285714,0.28414652014652014,0.6946428571428571,rf,2,C3H
1,16,0.625,0.5,0,0.15701277048705803,0.8429872295129419,0.5,0.6367187499999998,1,0.8745580153355424,0.9089578473573438,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,12,0.552968764147055,0.8045918367346939,0.6794400997481355,0.7315750915750916,0.456912313291882,0.6874225774225774,0.6904761904761905,0.7671428571428571,0.7351587301587301,0.7611529581529581,0.7351587301587301,0.6904761904761905,0.31515018315018317,0.7288095238095238,rf,2,C3H
2,16,0.5625,0.5,0,0.15701277048705803,0.8429872295129419,0.5,0.6367187499999998,0.6170750774519739,0.8616748931853282,0.9291747772341794,0.75,0.25,0.5,0.5,0.5,0.75,0.6,0.5,0.375,0.75,0.5,8,0.5822015393680146,0.7940986394557823,0.6711192137888566,0.7134652014652014,0.4168133533901539,0.6687381507381507,0.6676190476190476,0.7485714285714286,0.6948196248196248,0.7493116883116883,0.6948196248196248,0.6676190476190476,0.30574358974358973,0.7080952380952381,rf,2,C3H
3,16,0.5,0.625,0.25,0.24486321636655164,0.9147665858627464,0.5,0.36328125000000017,0.24821307898992362,0.8689553585391865,0.7696381166103222,1,0.25,0.5714285714285714,1,0.5714285714285714,1,0.7272727272727273,0.5,0.5,0.875,0.625,9,0.6106957944803143,0.7786904761904762,0.654052910713625,0.7038974358974359,0.40246697121063085,0.6695008792377213,0.6847619047619048,0.7178571428571429,0.6923650793650794,0.7488297258297258,0.6923650793650794,0.6847619047619048,0.3139340659340659,0.7013095238095238,rf,2,C3H
4,16,0.85,0.8888888888888888,0.7804878048780487,0.517503485082663,0.9971908632534008,0.5555555555555556,0.041339127523531694,1,0.8643271694726118,0.8384390736899807,1,0.8,0.8,1,0.8,1,0.888888888888889,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.9,6,0.6536344167971362,0.747517006802721,0.6389031347290276,0.6851721611721612,0.35938743859434524,0.6411631962808433,0.6276190476190476,0.7285714285714285,0.7018571428571428,0.7048051948051948,0.7018571428571428,0.6276190476190476,0.2927326007326007,0.6780952380952381,rf,2,C3H
5,16,0.5,0.7142857142857143,0.4615384615384616,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,0.4795001221869535,0.8584184448624788,0.9094358391522765,1,0.5,0.6000000000000001,1,0.6,1,0.7499999999999999,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.75,7,0.6120507934553704,0.7715306122448979,0.6505330339303553,0.6985347985347985,0.3923663234509271,0.6527050727050727,0.6476190476190476,0.745,0.710015873015873,0.7283174603174603,0.710015873015873,0.6476190476190476,0.30048351648351646,0.6963095238095238,rf,2,C3H
6,16,0.75,0.7777777777777778,0.5263157894736842,0.3999064262836879,0.9718550265221018,0.5555555555555556,0.15749199315062565,0.4795001221869535,0.8775356483417696,0.9319214673944042,0.5,1,1,0.7142857142857143,1,0.5,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.75,9,0.5280920410076184,0.8119047619047619,0.6898320845820846,0.7215970695970696,0.44207577196894743,0.7099533016003604,0.7523809523809524,0.6914285714285714,0.6928340548340549,0.7873333333333333,0.6928340548340548,0.7523809523809524,0.35094505494505496,0.7219047619047619,rf,2,C3H
7,16,0.833333333333333,0.8571428571428571,0.7199999999999999,0.42127680295680486,0.9963897031380994,0.5714285714285714,0.124340805519566,1,0.8439902129769777,0.7907054172663811,1,0.75,0.75,1,0.75,1,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.875,8,0.619484502501537,0.746828231292517,0.6310688326224041,0.6905934065934066,0.37621287294059325,0.647004329004329,0.6285714285714286,0.7471428571428571,0.6870793650793651,0.7063448773448773,0.6870793650793651,0.6285714285714286,0.292,0.6878571428571428,rf,2,C3H
8,16,0.6875,0.75,0.5,0.3491442055871758,0.9681459737500557,0.5,0.14453125000000006,1,0.8640843085339197,0.8660433811174355,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.375,0.5,0.75,9,0.5624939527362927,0.7982993197278911,0.664932360133253,0.6863003663003663,0.36725547882776505,0.6537567987567987,0.6542857142857142,0.7121428571428572,0.6694444444444445,0.7105324675324675,0.6694444444444444,0.6542857142857142,0.29825641025641025,0.6832142857142857,rf,2,C3H
9,16,0.833333333333333,0.8571428571428571,0.6956521739130433,0.42127680295680486,0.9963897031380994,0.5714285714285714,0.124340805519566,1,0.8479682731714918,0.8471947937059363,0.6666666666666666,1,1,0.7999999999999999,1,0.6666666666666666,0.8,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.8333333333333333,5,0.7001298693594863,0.6761054421768707,0.5898271260815904,0.6324835164835165,0.2572269061790131,0.5913945139827492,0.5866666666666667,0.67,0.6316984126984126,0.6522900432900433,0.6316984126984126,0.5866666666666667,0.27416849816849814,0.6283333333333333,rf,2,C3H
10,16,0.5,0.7142857142857143,0.4166666666666668,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,1,0.8429637609823007,0.8929678653464893,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.7083333333333333,8,0.6270782862227606,0.7777210884353741,0.6591315919530205,0.6929084249084249,0.38389465743266293,0.6789991185285302,0.7038095238095238,0.6821428571428572,0.6645555555555556,0.7298095238095238,0.6645555555555556,0.7038095238095238,0.3263296703296703,0.6929761904761905,rf,2,C3H
1,17,0.666666666666667,0.75,0.4666666666666667,0.3491442055871758,0.9681459737500557,0.625,0.36973506212234514,1,0.4574465100708022,0.7376113244632254,0.6666666666666666,0.8,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.375,0.25,0.375,0.7333333333333334,5,0.6469296569062875,0.7488605442176871,0.6388663593351093,0.6996190476190476,0.3932287201885653,0.6745783693430752,0.6885714285714286,0.7042857142857143,0.6844285714285715,0.7294920634920634,0.6844285714285714,0.6885714285714286,0.3253919413919414,0.6964285714285714,rf,2,C3H
2,17,0.625,0.75,0.5,0.3491442055871758,0.9681459737500557,0.5,0.14453125000000006,0.4795001221869535,0.49597517614330106,0.6722337754238369,1,0.5,0.6666666666666666,1,0.6666666666666666,1,0.8,0.5,0.5,0.75,0.75,3,0.6239708706242935,0.747482993197279,0.6264820761249332,0.6455531135531135,0.2788107366459144,0.590078477078477,0.5676190476190476,0.7085714285714285,0.6382222222222222,0.6640043290043289,0.6382222222222222,0.5676190476190476,0.25983882783882783,0.638095238095238,rf,2,C3H
3,17,0.4375,0.75,0.5,0.3491442055871758,0.9681459737500557,0.5,0.14453125000000006,0.4795001221869535,0.35028129200408986,0.688635896208164,1,0.5,0.6666666666666666,1,0.6666666666666666,1,0.8,0.5,0.5,0.75,0.75,4,0.6918067110308338,0.7132993197278912,0.5921809744488316,0.6545494505494506,0.3069621255210366,0.6232899322899322,0.6514285714285715,0.6585714285714286,0.6336361416361417,0.7005598845598845,0.6336361416361417,0.6514285714285715,0.29745054945054944,0.655,rf,2,C3H
4,17,0.7,0.7777777777777778,0.5263157894736842,0.3999064262836879,0.9718550265221018,0.5555555555555556,0.15749199315062565,0.4795001221869535,0.30152669267466525,0.44967089774239283,0.5,1,1,0.7142857142857143,1,0.5,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.75,2,1.1146697796158072,0.5938775510204082,0.5051269689305403,0.48824908424908425,-0.020524848374551197,0.4511646849882144,0.47428571428571425,0.505,0.47373737373737373,0.5232799422799422,0.47373737373737373,0.47428571428571425,0.21815384615384614,0.4896428571428571,rf,2,C3H
5,17,0.625,0.75,0.5,0.3491442055871758,0.9681459737500557,0.5,0.14453125000000006,1,0.3652935502518774,0.7641488574050463,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.375,0.5,0.75,4,0.5133459698592509,0.8244557823129252,0.6988195769177912,0.7403956043956044,0.4682287822232457,0.6864457503281033,0.6533333333333333,0.8092857142857143,0.7720259740259741,0.7526507936507937,0.7720259740259741,0.6533333333333333,0.29915018315018316,0.7313095238095239,rf,2,C3H
6,17,0.875,0.875,0.75,0.47349032912479344,0.9968402764687481,0.5,0.035156250000000014,1,0.48901823851752024,0.7743437450615793,1,0.75,0.8,1,0.8,1,0.888888888888889,0.5,0.5,0.625,0.875,7,0.6543731968367552,0.7162585034013605,0.6144887506673221,0.6586666666666666,0.3092003696614497,0.6203423243423243,0.62,0.6892857142857143,0.6393333333333333,0.6872539682539682,0.6393333333333333,0.62,0.2835457875457875,0.6546428571428571,rf,2,C3H
7,17,0.583333333333333,0.7142857142857143,0.4166666666666668,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,1,0.5216550744943481,0.777544033428219,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.7083333333333333,6,0.59974515210686,0.7593707482993197,0.6431716461448604,0.6796630036630037,0.3563024628204506,0.6370129608953138,0.6476190476190476,0.71,0.6509365079365079,0.7179206349206348,0.6509365079365079,0.6476190476190476,0.2997216117216117,0.6788095238095239,rf,2,C3H
8,17,0.333333333333333,0.42857142857142855,-0.1666666666666665,0.09898827844250789,0.815948432359917,0.5714285714285714,0.8734164457715019,1,0.3170006287261346,0.41320824493292985,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.41666666666666663,2,0.7270072197848627,0.6134863945578231,0.48807712690748406,0.524029304029304,0.05670530433209038,0.5247607655502392,0.5961904761904762,0.4642857142857143,0.4870903402153402,0.6473750886794365,0.4870903402153402,0.5961904761904762,0.2765128205128205,0.5302380952380952,rf,2,C3H
9,17,0.666666666666667,0.7142857142857143,0.4166666666666668,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,1,0.35407890220654265,0.6238500233698429,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.7083333333333333,3,0.7378768553214762,0.6796428571428571,0.5867103931121788,0.6383296703296704,0.26820857920531876,0.5843387723387723,0.5838095238095238,0.6857142857142857,0.6213333333333333,0.6699035409035409,0.6213333333333333,0.5838095238095238,0.27186813186813186,0.6347619047619047,rf,2,C3H
10,17,0.8125,0.875,0.75,0.47349032912479344,0.9968402764687481,0.5,0.035156250000000014,1,0.4843718196398739,0.6924672629904745,1,0.75,0.8,1,0.8,1,0.888888888888889,0.5,0.5,0.625,0.875,4,0.6573466407736023,0.6602721088435374,0.5618921823877181,0.6176996336996337,0.23326974870236425,0.5927777777777777,0.618095238095238,0.6171428571428571,0.5871457431457432,0.6623968253968253,0.5871457431457432,0.618095238095238,0.2819047619047619,0.6176190476190476,rf,2,C3H
1,18,0.5625,0.625,0.25,0.24486321636655164,0.9147665858627464,0.5,0.36328125000000017,1,0.7796825447798886,0.8981307934358991,0.5,0.75,0.6666666666666666,0.6,0.6666666666666666,0.5,0.5714285714285715,0.5,0.25,0.375,0.625,6,0.5592925149314852,0.7895748299319728,0.663377578109721,0.6918534798534799,0.37019971396757967,0.6214305694305694,0.5885714285714285,0.7778571428571428,0.7225714285714285,0.7019047619047619,0.7225714285714285,0.5885714285714285,0.2690695970695971,0.6832142857142857,rf,2,C3H
2,18,0.875,0.875,0.75,0.47349032912479344,0.9968402764687481,0.5,0.035156250000000014,1,0.8073935616146575,0.9339080911317692,0.75,1,1,0.8,1,0.75,0.8571428571428571,0.5,0.375,0.375,0.875,8,0.5420685354631455,0.8116666666666666,0.6880902227732585,0.7524835164835165,0.49499799615577605,0.6972506382506383,0.659047619047619,0.8342857142857143,0.7933492063492064,0.7628556998556998,0.7933492063492064,0.659047619047619,0.30026373626373626,0.7466666666666667,rf,2,C3H
3,18,0.666666666666667,0.7142857142857143,0.4615384615384616,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,0.4795001221869535,0.7903789479065693,0.8804916303489535,1,0.5,0.6000000000000001,1,0.6,1,0.7499999999999999,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.75,6,0.55406393724414,0.7881462585034014,0.66799634575081,0.7229157509157509,0.44382116434114133,0.6914205794205794,0.6780952380952381,0.7657142857142857,0.7444126984126984,0.7433809523809524,0.7444126984126984,0.6780952380952381,0.3139340659340659,0.7219047619047619,rf,2,C3H
4,18,0.6,0.75,0.4666666666666667,0.3491442055871758,0.9681459737500557,0.625,0.36973506212234514,1,0.7855723565367566,0.8352574999995928,0.6666666666666666,0.8,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.375,0.25,0.375,0.7333333333333334,4,0.5001980855482215,0.8635374149659863,0.7258877488252489,0.8157655677655677,0.6265963988723519,0.7848827838827839,0.7361904761904762,0.8864285714285715,0.8779206349206349,0.8042712842712842,0.8779206349206349,0.7361904761904762,0.3466666666666667,0.8113095238095238,rf,2,C3H
5,18,0.9,0.8888888888888888,0.7692307692307692,0.517503485082663,0.9971908632534008,0.5555555555555556,0.041339127523531694,1,0.773387676077932,0.918937531824699,0.75,1,1,0.8333333333333333,1,0.75,0.8571428571428571,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.875,8,0.5068946451624046,0.8586904761904762,0.7212495999370999,0.7592087912087913,0.516585563429183,0.7238914418914418,0.7152380952380952,0.8028571428571428,0.7784603174603175,0.7836392496392497,0.7784603174603174,0.7152380952380952,0.3300952380952381,0.7590476190476191,rf,2,C3H
6,18,0.875,0.875,0.75,0.47349032912479344,0.9968402764687481,0.5,0.035156250000000014,1,0.783351781129025,0.9277949166787672,0.75,1,1,0.8,1,0.75,0.8571428571428571,0.5,0.375,0.375,0.875,8,0.469560194781881,0.8829081632653061,0.7475832738689882,0.7805421245421246,0.5526399538525619,0.7354505494505494,0.7047619047619048,0.8471428571428571,0.8042857142857143,0.7864458874458874,0.8042857142857143,0.7047619047619048,0.321010989010989,0.775952380952381,rf,2,C3H
7,18,0.75,0.7142857142857143,0.4615384615384616,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,0.4795001221869535,0.8246493129711863,0.9023160886417666,1,0.5,0.6000000000000001,1,0.6,1,0.7499999999999999,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.75,6,0.534272446543623,0.7967687074829932,0.6742541246782318,0.7046739926739927,0.4029929188582043,0.6597475269828211,0.6314285714285715,0.77,0.7374126984126984,0.7127301587301587,0.7374126984126984,0.6314285714285715,0.2926007326007326,0.7007142857142857,rf,2,C3H
8,18,0.8125,0.75,0.5,0.3491442055871758,0.9681459737500557,0.5,0.14453125000000006,1,0.8833412177768166,0.86299088077835,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.375,0.5,0.75,8,0.5252914769960093,0.81671768707483,0.6847064190769548,0.721934065934066,0.4349401451041706,0.6766047286047285,0.6447619047619048,0.7864285714285715,0.7291904761904762,0.7278888888888889,0.7291904761904762,0.6447619047619048,0.2935677655677656,0.7155952380952381,rf,2,C3H
9,18,0.5,0.5,0,0.15701277048705803,0.8429872295129419,0.5,0.6367187499999998,1,0.8090100013976828,0.8935465574832193,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,6,0.5453254734167414,0.7781122448979592,0.6571317475513904,0.7324249084249085,0.45294294246213174,0.6753260073260073,0.62,0.8271428571428572,0.7808095238095238,0.727989898989899,0.7808095238095238,0.62,0.2827692307692308,0.7235714285714285,rf,2,C3H
10,18,0.583333333333333,0.7142857142857143,0.4166666666666668,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,1,0.7887414740472025,0.9220906937716907,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.7083333333333333,8,0.4939730334710488,0.8562585034013606,0.7239135147260147,0.7716336996336997,0.5307957544568728,0.7214330963154493,0.6819047619047619,0.8428571428571429,0.8185396825396826,0.7702099012099012,0.8185396825396826,0.6819047619047619,0.31857875457875456,0.7623809523809524,rf,2,C3H
1,19,0.5625,0.75,0.5,0.3491442055871758,0.9681459737500557,0.5,0.14453125000000006,0.4795001221869535,0.3028831861029738,0.6882381835977547,0.5,1,1,0.6666666666666666,1,0.5,0.6666666666666666,0.5,0.25,0.25,0.75,4,0.6497976060552682,0.7638690476190476,0.6403857321580536,0.7410549450549451,0.47209673096776616,0.6876119436119436,0.6428571428571428,0.8257142857142857,0.7636666666666667,0.7408513708513709,0.7636666666666667,0.6428571428571428,0.29327472527472526,0.7342857142857143,rf,2,C3H
2,19,1,1,1,0.5903836027749966,1,0.5714285714285714,0.01989452888313056,NaN,0.5784795735473888,0.7634483711953686,1,1,1,1,1,1,1,0.42857142857142855,0.42857142857142855,0.42857142857142855,1,7,0.550184773208107,0.7975680272108844,0.6777881496810068,0.7296703296703296,0.45132408208952846,0.6890979869803399,0.6714285714285714,0.7771428571428571,0.7453174603174603,0.7449408369408369,0.7453174603174603,0.6714285714285714,0.31276190476190474,0.7242857142857143,rf,2,C3H
3,19,0.5,0.625,0.25,0.24486321636655164,0.9147665858627464,0.5,0.36328125000000017,1,0.3380610307614904,0.5316284768931387,0.5,0.75,0.6666666666666666,0.6,0.6666666666666666,0.5,0.5714285714285715,0.5,0.25,0.375,0.625,5,0.5816260284285375,0.7860374149659863,0.6657915148674077,0.7302564102564103,0.4490969437397074,0.6769520479520479,0.6504761904761904,0.795,0.7552222222222222,0.7424920634920634,0.7552222222222222,0.6504761904761904,0.29806593406593407,0.7227380952380953,rf,2,C3H
4,19,0.791666666666667,0.8571428571428571,0.6956521739130433,0.42127680295680486,0.9963897031380994,0.5714285714285714,0.124340805519566,1,0.231622671125887,0.7313834388634444,0.6666666666666666,1,1,0.7999999999999999,1,0.6666666666666666,0.8,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.8333333333333333,3,0.8624466209393689,0.7445068027210885,0.5629790731755018,0.7015677655677656,0.39010406563509714,0.625969252969253,0.5752380952380952,0.8114285714285714,0.7463492063492063,0.7013463203463204,0.7463492063492063,0.5752380952380952,0.2675897435897436,0.6933333333333334,rf,2,C3H
5,19,0.875,0.875,0.75,0.47349032912479344,0.9968402764687481,0.5,0.035156250000000014,1,0.30291720931101107,0.6821295192042296,0.75,1,1,0.8,1,0.75,0.8571428571428571,0.5,0.375,0.375,0.875,3,0.7220196568602495,0.7384183673469388,0.6214717924271496,0.723047619047619,0.4354459104597857,0.6617955377955378,0.6161904761904762,0.8171428571428572,0.7489523809523809,0.724002886002886,0.7489523809523809,0.6161904761904762,0.28005860805860805,0.7166666666666667,rf,2,C3H
6,19,0.583333333333333,0.7142857142857143,0.4166666666666668,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,1,0.40086203046986174,0.8084051428510886,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.7083333333333333,4,0.6220493175460764,0.7506122448979592,0.6381808636138994,0.6982124542124543,0.3900047137238135,0.6705698680404563,0.6742857142857143,0.7128571428571429,0.7008975468975469,0.7222164502164502,0.7008975468975469,0.6742857142857143,0.31443223443223445,0.6935714285714286,rf,2,C3H
7,19,0.583333333333333,0.7142857142857143,0.4166666666666668,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,1,0.3190510994344946,0.6840820768617993,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.7083333333333333,4,0.5861985793605662,0.7902465986394558,0.6667430728993229,0.7561318681318682,0.5027710497394432,0.7037233877233877,0.6561904761904762,0.8428571428571429,0.7932857142857143,0.7496529026529026,0.7932857142857143,0.6561904761904762,0.304952380952381,0.7495238095238095,rf,2,C3H
8,19,0.5,0.6666666666666666,0.3720930232558139,0.2992950562085404,0.9251453685803082,0.5555555555555556,0.3743106756545341,0.24821307898992362,0.3276256884413535,0.620821707904819,1,0.4,0.5714285714285715,1,0.5714285714285714,1,0.7272727272727273,0.4444444444444444,0.4444444444444444,0.7777777777777778,0.7,3,0.6333798576743737,0.7605272108843537,0.6286805372207158,0.7356776556776556,0.4690730668975263,0.705941280941281,0.7019047619047619,0.7671428571428571,0.7424761904761905,0.7577878787878788,0.7424761904761905,0.7019047619047619,0.32443956043956046,0.7345238095238096,rf,2,C3H
9,19,0.9375,1,1,0.6305833524471808,1,0.5,0.00390625,NaN,0.4741908577736627,0.7210812860269007,1,1,1,1,1,1,1,0.5,0.5,0.5,1,6,0.523276994946713,0.8210204081632653,0.6944147243299029,0.7684835164835164,0.5306613863484446,0.7400440735734853,0.7323809523809524,0.7964285714285714,0.773952380952381,0.7894718614718614,0.773952380952381,0.7323809523809524,0.3356043956043956,0.7644047619047619,rf,2,C3H
10,19,0.8,0.7777777777777778,0.55,0.3999064262836879,0.9718550265221018,0.5555555555555556,0.15749199315062565,1,0.30621921348025377,0.5874815018928112,0.75,0.8,0.75,0.8,0.75,0.75,0.75,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.775,4,0.6234444281651883,0.7683333333333333,0.632322209701674,0.7401172161172161,0.47865292993785635,0.6936936396936396,0.6485714285714286,0.8271428571428572,0.7933333333333333,0.7307936507936508,0.7933333333333333,0.6485714285714286,0.29827106227106226,0.7378571428571429,rf,2,C3H
1,20,0.625,0.75,0.5,0.3491442055871758,0.9681459737500557,0.5,0.14453125000000006,1,0.7528458662116749,0.9386532749647765,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.375,0.5,0.75,6,0.6194636162368817,0.7240816326530612,0.6144052903115403,0.6727472527472528,0.3381152566394762,0.6225619674443204,0.6152380952380953,0.7235714285714285,0.6695483405483406,0.7063073593073593,0.6695483405483406,0.6152380952380953,0.28114285714285714,0.669404761904762,rf,2,C3H
2,20,0.583333333333333,0.7142857142857143,0.4166666666666668,0.2904208637373427,0.9633074338239145,0.5714285714285714,0.3593449279515458,1,0.79797263091752,0.9183214430861197,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.7083333333333333,8,0.5505464309785988,0.8027551020408163,0.6826655176833748,0.7164249084249085,0.4268513520400898,0.6773964923964924,0.660952380952381,0.765,0.7230634920634921,0.7317445887445887,0.7230634920634921,0.660952380952381,0.3076043956043956,0.7129761904761904,rf,2,C3H
3,20,0.833333333333333,0.8571428571428571,0.7199999999999999,0.42127680295680486,0.9963897031380994,0.5714285714285714,0.124340805519566,1,0.6585845557731349,0.8822430986500084,1,0.75,0.75,1,0.75,1,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.875,5,0.6016726953914743,0.7553741496598639,0.6411070865311936,0.701084249084249,0.3983536537600928,0.6736336876058238,0.680952380952381,0.7164285714285714,0.7106825396825397,0.7352481962481963,0.7106825396825397,0.680952380952381,0.31843223443223445,0.6986904761904762,rf,2,C3H
